id,label_str,pred_str,p_A,label_num
0,B,A,0.63703084,0
1,B,A,0.51561993,0
2,B,A,0.74316794,0
3,B,A,0.54673815,0
4,A,A,0.66541058,1
5,A,B,0.25683200,1
6,B,A,0.70578504,0
7,A,B,0.40733343,1
8,B,B,0.20181322,0
9,B,A,0.70578504,0
10,A,A,0.82671177,1
11,A,A,0.66541058,1
12,A,A,0.86703575,1
13,A,B,0.28140560,1
14,B,B,0.33458945,0
15,B,A,0.50000000,0
16,A,B,0.32082132,1
17,B,B,0.43782350,0
18,B,A,0.51561993,0
19,A,B,0.43782350,1
20,A,B,0.36296922,1
21,B,B,0.25683200,0
22,B,A,0.77729988,0
23,A,A,0.50000000,1
24,A,A,0.59266663,1
25,A,A,0.73105854,1
26,B,B,0.39233685,0
27,B,B,0.46879065,0
28,B,B,0.15610491,0
29,B,B,0.43782350,0
30,A,B,0.33458945,1
31,A,A,0.85195285,1
32,A,A,0.65135491,1
33,A,A,0.77729988,1
34,B,B,0.32082132,0
35,A,B,0.37754068,1
36,A,A,0.77729988,1
37,B,B,0.43782350,0
38,B,A,0.85195285,0
39,A,B,0.43782350,1
40,B,B,0.34864515,0
41,B,B,0.42250463,0
42,B,B,0.42250463,0
43,B,A,0.83548355,0
44,B,B,0.48438010,0
45,B,A,0.83548355,0
46,B,A,0.65135491,0
47,A,A,0.59266663,1
48,B,B,0.46879065,0
49,A,A,0.75491500,1
