id,label_str,pred_str,p_A,label_num
0,B,B,0.23370634,0
1,A,B,0.29421496,1
2,B,B,0.24508502,0
3,B,B,0.48438010,0
4,A,A,0.65135491,1
5,B,B,0.18242551,0
6,A,B,0.33458945,1
7,A,B,0.40733343,1
8,A,A,0.54673815,1
9,A,A,0.50000000,1
10,B,B,0.25683200,0
11,A,B,0.28140560,1
12,B,A,0.62245935,0
13,A,A,0.80806720,1
14,A,A,0.73105854,1
15,B,B,0.12592277,0
16,A,B,0.43782350,1
17,A,A,0.54673815,1
18,A,A,0.51561993,1
19,B,B,0.33458945,0
20,A,B,0.30735803,1
21,A,A,0.76629364,1
22,B,B,0.45326188,0
23,A,B,0.19193280,1
24,B,A,0.75491500,0
25,A,A,0.63703084,1
26,B,B,0.29421496,0
27,B,A,0.54673815,0
28,B,B,0.34864515,0
29,A,A,0.50000000,1
30,B,B,0.17328820,0
31,A,B,0.43782350,1
32,A,B,0.34864515,1
33,B,B,0.40733343,0
34,A,A,0.63703084,1
35,A,A,0.74316794,1
36,A,A,0.59266663,1
37,B,B,0.30735803,0
38,A,A,0.54673815,1
39,A,B,0.30735803,1
40,B,B,0.39233685,0
41,A,B,0.21206881,1
42,B,B,0.34864515,0
43,B,A,0.57749540,0
44,B,B,0.29421496,0
45,B,A,0.50000000,0
46,A,A,0.54673815,1
47,A,B,0.25683200,1
48,A,A,0.56217653,1
49,B,B,0.22270015,0
