id,label_str,pred_str,p_A,label_num
0,A,A,0.97482115,1
1,A,B,0.00040448,1
2,B,A,0.98901308,0
3,A,A,0.78793120,1
4,B,A,0.90990698,0
5,B,B,0.25683200,0
6,B,A,0.99908900,0
7,A,B,0.02297737,1
8,B,B,0.09534946,0
9,B,B,0.29421496,0
10,A,B,0.42250463,1
11,A,B,0.30735803,1
12,B,A,0.99979657,0
13,B,B,0.00029596,0
14,A,B,0.08509904,1
15,B,A,0.97557688,0
16,B,A,0.99998927,0
17,A,A,0.89330941,1
18,B,B,0.02297737,0
19,A,A,0.99890125,1
20,A,A,0.99990392,1
21,A,A,0.99539042,1
22,A,A,0.82671177,1
23,B,B,0.23370634,0
24,A,B,0.24508502,1
25,A,A,0.75491500,1
26,B,B,0.00007967,0
27,A,A,0.70578504,1
28,A,A,0.70578504,1
29,A,A,0.99142247,1
30,B,A,0.56217653,0
31,B,A,0.99914408,0
32,B,A,0.97068775,0
33,A,A,0.99993396,1
34,A,A,0.91964257,1
35,A,B,0.13296424,1
36,B,B,0.02595736,0
37,B,A,0.89912134,0
38,A,A,0.99701905,1
39,B,B,0.30735803,0
40,B,A,0.93991333,0
41,B,A,0.99566853,0
42,A,A,0.76629364,1
43,A,A,0.99996459,1
44,A,A,0.96885622,1
45,A,A,0.63703084,1
46,A,A,0.92840880,1
47,B,A,0.99995458,0
48,B,B,0.21206881,0
49,A,B,0.45326188,1
