id,label_str,pred_str,p_A,label_num
0,A,A,0.66541058,1
1,B,A,0.53120941,0
2,A,A,0.57749540,1
3,B,B,0.45326188,0
4,B,B,0.48438010,0
5,B,B,0.28140560,0
6,A,A,0.66541058,1
7,B,A,0.53120941,0
8,A,A,0.57749540,1
9,B,B,0.46879065,0
10,B,A,0.54673815,0
11,B,A,0.56217653,0
12,B,B,0.34864515,0
13,A,B,0.43782350,1
14,B,B,0.45326188,0
15,A,B,0.46879065,1
16,B,A,0.89912134,0
17,B,B,0.43782350,0
18,B,A,0.53120941,0
19,B,B,0.48438010,0
20,B,A,0.57749540,0
21,B,B,0.40733343,0
22,B,B,0.40733343,0
23,A,B,0.48438010,1
24,A,B,0.30735803,1
25,B,A,0.63703084,0
26,A,A,0.51561993,1
27,A,A,0.66541058,1
28,A,B,0.40733343,1
29,B,B,0.30735803,0
30,B,A,0.63703084,0
31,A,A,0.50000000,1
32,B,A,0.66541058,0
33,B,A,0.51561993,0
34,B,A,0.50000000,0
35,B,A,0.51561993,0
36,B,A,0.51561993,0
37,A,B,0.43782350,1
38,A,A,0.51561993,1
39,A,A,0.57749540,1
40,B,B,0.46879065,0
41,B,B,0.43782350,0
42,B,A,0.62245935,0
43,A,B,0.23370634,1
44,B,B,0.40733343,0
45,B,B,0.36296922,0
46,B,B,0.39233685,0
47,A,A,0.54673815,1
48,B,B,0.43782350,0
49,B,B,0.46879065,0
