id,label_str,pred_str,p_A,label_num
0,A,A,0.51561993,1
1,B,A,0.60766321,0
2,A,A,0.62245935,1
3,A,A,0.62245935,1
4,A,A,0.71859437,1
5,B,A,0.69264197,0
6,A,A,0.62245935,1
7,A,A,0.56217653,1
8,B,A,0.54673815,0
9,B,A,0.50000000,0
10,A,A,0.56217653,1
11,A,A,0.66541058,1
12,A,A,0.63703084,1
13,A,A,0.62245935,1
14,B,A,0.67917871,0
15,A,A,0.67917871,1
16,A,A,0.57749540,1
17,A,B,0.45326188,1
18,B,A,0.70578504,0
19,A,A,0.70578504,1
20,B,A,0.63703084,0
21,A,A,0.57749540,1
22,B,A,0.59266663,0
23,A,A,0.63703084,1
24,B,A,0.51561993,0
25,A,A,0.66541058,1
26,B,A,0.59266663,0
27,B,B,0.42250463,0
28,B,A,0.69264197,0
29,A,A,0.73105854,1
30,B,A,0.53120941,0
31,A,A,0.63703084,1
32,A,A,0.54673815,1
33,A,A,0.62245935,1
34,B,A,0.69264197,0
35,A,A,0.51561993,1
36,B,A,0.60766321,0
37,B,A,0.66541058,0
38,B,A,0.53120941,0
39,A,A,0.59266663,1
40,A,A,0.63703084,1
41,B,A,0.69264197,0
42,B,A,0.59266663,0
43,B,A,0.50000000,0
44,A,A,0.57749540,1
45,B,A,0.50000000,0
46,A,A,0.53120941,1
47,A,B,0.48438010,1
48,B,A,0.54673815,0
49,A,A,0.50000000,1
