id,label_str,pred_str,p_A,label_num
0,A,B,0.33458945,1
1,A,A,0.85195285,1
2,A,A,0.79818678,1
3,A,A,0.90990698,1
4,A,A,0.84389514,1
5,B,B,0.00433150,0
6,A,A,0.77729988,1
7,A,B,0.24508502,1
8,A,B,0.05340333,1
9,A,A,0.88079703,1
10,A,B,0.00857748,1
11,A,B,0.01912404,1
12,B,B,0.13296424,0
13,A,A,0.99444515,1
14,B,B,0.00055278,0
15,B,A,0.98409361,0
16,A,B,0.00382448,1
17,A,A,0.59266663,1
18,A,B,0.23370634,1
19,A,B,0.01798621,1
20,B,B,0.00359360,0
21,B,B,0.02161533,0
22,A,B,0.30735803,1
23,B,A,0.79818678,0
24,B,B,0.46879065,0
25,A,A,0.97838473,1
26,B,A,0.70578504,0
27,B,B,0.00912564,0
28,A,B,0.45326188,1
29,B,B,0.08035747,0
30,A,B,0.45326188,1
31,A,A,0.83548355,1
32,A,B,0.01691491,1
33,A,B,0.20181322,1
34,A,A,0.99937373,1
35,A,A,0.99408901,1
36,A,B,0.34864515,1
37,B,B,0.09534946,0
38,B,A,0.75491500,0
39,A,B,0.01912404,1
