id,label_str,pred_str,p_A,label_num
0,A,A,0.56217653,1
1,B,A,0.66541058,0
2,B,A,0.51561993,0
3,B,A,0.76629364,0
4,A,B,0.48438010,1
5,B,B,0.42250463,0
6,A,A,0.75491500,1
7,A,A,0.51561993,1
8,B,A,0.82671177,0
9,A,A,0.66541058,1
10,A,A,0.56217653,1
11,B,A,0.53120941,0
12,A,A,0.54673815,1
13,B,A,0.53120941,0
14,B,A,0.79818678,0
15,A,A,0.57749540,1
16,A,A,0.57749540,1
17,B,A,0.69264197,0
18,B,A,0.57749540,0
19,B,A,0.67917871,0
20,B,B,0.48438010,0
21,A,A,0.65135491,1
22,B,A,0.57749540,0
23,A,A,0.63703084,1
24,B,A,0.51561993,0
25,B,A,0.66541058,0
26,A,A,0.53120941,1
27,A,B,0.48438010,1
28,A,A,0.56217653,1
29,A,A,0.56217653,1
30,B,B,0.48438010,0
31,A,A,0.57749540,1
32,A,A,0.60766321,1
33,A,A,0.62245935,1
34,A,A,0.63703084,1
35,B,A,0.66541058,0
36,B,A,0.54673815,0
37,B,A,0.54673815,0
38,A,A,0.74316794,1
39,B,B,0.46879065,0
