id,label_str,pred_str,p_A,label_num
0,B,A,0.63703084,0
1,B,A,0.76629364,0
2,A,A,0.70578504,1
3,B,A,0.63703084,0
4,B,A,0.65135491,0
5,A,A,0.53120941,1
6,A,A,0.54673815,1
7,A,A,0.57749540,1
8,B,A,0.62245935,0
9,B,B,0.39233685,0
10,B,A,0.51561993,0
11,A,A,0.56217653,1
12,B,A,0.51561993,0
13,B,A,0.57749540,0
14,A,A,0.63703084,1
15,B,A,0.57749540,0
16,B,A,0.57749540,0
17,B,A,0.54673815,0
18,A,A,0.57749540,1
19,A,A,0.65135491,1
20,A,A,0.63703084,1
21,B,A,0.53120941,0
22,A,A,0.65135491,1
23,B,A,0.66541058,0
24,A,A,0.53120941,1
25,A,A,0.54673815,1
26,B,A,0.54673815,0
27,B,B,0.46879065,0
28,B,B,0.37754068,0
29,A,A,0.62245935,1
30,A,A,0.56217653,1
31,B,A,0.67917871,0
32,B,B,0.42250463,0
33,B,A,0.56217653,0
34,B,A,0.56217653,0
35,A,A,0.65135491,1
36,B,A,0.59266663,0
37,A,A,0.56217653,1
38,B,A,0.59266663,0
39,B,B,0.45326188,0
