id,label_str,pred_str,p_A,label_num
0,B,A,0.59266663,0
1,A,A,0.59266663,1
2,A,A,0.53120941,1
3,A,A,0.57749540,1
4,B,A,0.57749540,0
5,B,A,0.57749540,0
6,A,B,0.46879065,1
7,A,A,0.59266663,1
8,A,A,0.66541058,1
9,B,A,0.51561993,0
10,B,A,0.65135491,0
11,A,A,0.77729988,1
12,B,A,0.70578504,0
13,B,A,0.56217653,0
14,B,A,0.62245935,0
15,A,A,0.51561993,1
16,A,A,0.54673815,1
17,A,A,0.66541058,1
18,A,B,0.46879065,1
19,A,A,0.63703084,1
20,B,A,0.51561993,0
21,B,A,0.59266663,0
22,A,A,0.54673815,1
23,A,A,0.67917871,1
24,A,A,0.60766321,1
25,B,A,0.69264197,0
26,B,B,0.45326188,0
27,A,A,0.69264197,1
28,A,A,0.60766321,1
29,A,B,0.45326188,1
30,A,A,0.51561993,1
31,B,A,0.69264197,0
32,B,A,0.57749540,0
33,A,A,0.51561993,1
34,B,A,0.53120941,0
35,B,A,0.60766321,0
36,A,A,0.63703084,1
37,A,A,0.57749540,1
38,A,A,0.53120941,1
39,A,A,0.78793120,1
