id,label_str,pred_str,p_A,label_num
0,A,A,0.54673815,1
1,A,A,0.56217653,1
2,A,A,0.81757444,1
3,A,A,0.53120941,1
4,B,B,0.48438010,0
5,A,A,0.60766321,1
6,B,A,0.76629364,0
7,A,A,0.53120941,1
8,A,A,0.59266663,1
9,B,A,0.70578504,0
10,B,A,0.59266663,0
11,A,A,0.50000000,1
12,B,A,0.59266663,0
13,A,A,0.50000000,1
14,A,A,0.77729988,1
15,A,B,0.43782350,1
16,A,A,0.60766321,1
17,A,A,0.56217653,1
18,A,B,0.43782350,1
19,A,B,0.46879065,1
20,B,A,0.56217653,0
21,A,A,0.56217653,1
22,A,A,0.77729988,1
23,A,A,0.56217653,1
24,A,A,0.51561993,1
25,A,A,0.62245935,1
26,B,B,0.40733343,0
27,B,A,0.60766321,0
28,A,A,0.59266663,1
29,B,B,0.46879065,0
30,B,A,0.54673815,0
31,B,A,0.60766321,0
32,B,A,0.77729988,0
33,A,A,0.54673815,1
34,A,B,0.46879065,1
35,A,A,0.63703084,1
36,B,A,0.63703084,0
37,B,A,0.62245935,0
38,A,A,0.56217653,1
39,B,A,0.62245935,0
