id,label_str,pred_str,p_A,label_num
0,B,A,0.70578504,0
1,A,A,0.59266663,1
2,A,A,0.60766321,1
3,A,A,0.51561993,1
4,B,A,0.66541058,0
5,B,A,0.63703084,0
6,B,A,0.50000000,0
7,B,B,0.40733343,0
8,B,A,0.62245935,0
9,B,A,0.69264197,0
10,A,A,0.63703084,1
11,B,A,0.63703084,0
12,B,A,0.73105854,0
13,A,A,0.56217653,1
14,B,A,0.60766321,0
15,A,A,0.57749540,1
16,A,A,0.53120941,1
17,A,A,0.60766321,1
18,B,A,0.57749540,0
19,A,A,0.60766321,1
20,A,A,0.67917871,1
21,A,A,0.65135491,1
22,B,A,0.53120941,0
23,B,A,0.67917871,0
24,A,A,0.73105854,1
25,A,A,0.75491500,1
26,A,A,0.63703084,1
27,B,A,0.56217653,0
28,A,B,0.37754068,1
29,B,A,0.66541058,0
30,B,A,0.56217653,0
31,A,A,0.54673815,1
32,B,A,0.79818678,0
33,B,A,0.54673815,0
34,B,A,0.70578504,0
35,B,A,0.60766321,0
36,A,A,0.57749540,1
37,A,A,0.51561993,1
38,B,A,0.69264197,0
39,A,A,0.63703084,1
