id,label_str,pred_str,p_A,label_num
0,A,B,0.00002587,1
1,A,A,0.99997413,1
2,B,B,0.00002144,0
3,B,B,0.00000001,0
4,B,B,0.00002015,0
5,B,B,0.00000001,0
6,B,B,0.00000001,0
7,B,B,0.00000003,0
8,B,B,0.00000000,0
9,A,A,0.98901308,1
10,B,A,0.99995732,0
11,B,A,0.99999988,0
12,B,B,0.00000078,0
13,A,B,0.00000001,1
14,A,A,1.00000000,1
15,A,B,0.00000017,1
16,A,A,1.00000000,1
17,B,A,0.99903023,0
18,B,B,0.00002144,0
19,B,A,1.00000000,0
20,A,B,0.00055278,1
21,A,A,0.81757444,1
22,B,A,0.99997568,0
23,B,B,0.00045831,0
24,B,A,0.99999964,0
25,A,A,0.83548355,1
26,B,B,0.00000005,0
27,B,A,1.00000000,0
28,B,A,0.99999869,0
29,A,A,0.99999905,1
30,B,B,0.00000006,0
31,A,A,0.99999988,1
32,B,A,0.99951220,0
33,A,A,1.00000000,1
34,A,B,0.00000129,1
35,B,B,0.00000542,0
36,A,B,0.00857748,1
37,A,A,0.99999976,1
38,A,B,0.00000001,1
39,A,A,0.99999988,1
40,B,B,0.00000059,0
41,B,B,0.00000003,0
42,B,A,0.99999917,0
43,B,B,0.00000003,0
44,B,B,0.00000005,0
45,A,A,0.99999952,1
46,A,B,0.00000479,1
47,B,B,0.00000006,0
48,B,B,0.00000097,0
49,A,B,0.00008481,1
