id,label_str,pred_str,p_A,label_num
0,A,B,0.37387583,1
1,A,A,1.00000000,1
2,B,B,0.00000000,0
3,B,A,0.74316794,0
4,A,B,0.00001429,1
5,B,B,0.00000141,0
6,B,A,0.99998772,0
7,B,B,0.08756385,0
8,B,B,0.00000000,0
9,A,A,1.00000000,1
10,B,A,1.00000000,0
11,B,B,0.00026119,0
12,A,B,0.00000001,1
13,B,A,1.00000000,0
14,B,A,0.99998522,0
15,B,B,0.00000011,0
16,B,A,0.99998856,0
17,B,A,1.00000000,0
18,A,B,0.00000000,1
19,B,A,1.00000000,0
20,B,A,0.94078970,0
21,B,A,0.99999940,0
22,A,A,0.99999464,1
23,A,A,1.00000000,1
24,A,B,0.00000019,1
25,A,A,0.99997818,1
26,B,B,0.00001078,0
27,B,A,1.00000000,0
28,A,A,1.00000000,1
29,A,A,1.00000000,1
30,A,B,0.00000000,1
31,B,B,0.00014884,0
32,B,A,1.00000000,0
33,B,B,0.00006815,0
34,A,A,0.97404259,1
35,B,A,1.00000000,0
36,B,B,0.00000000,0
37,B,B,0.32082132,0
38,B,A,1.00000000,0
39,A,A,1.00000000,1
40,A,A,0.99999940,1
41,A,A,1.00000000,1
42,B,A,0.99990976,0
43,B,B,0.00008750,0
44,A,A,0.94659668,1
45,A,B,0.00000042,1
46,B,A,1.00000000,0
47,A,A,0.99999928,1
48,B,A,1.00000000,0
49,A,B,0.00000000,1
