id,label_str,pred_str,p_A,label_num
0,A,B,0.00000083,1
1,B,A,1.00000000,0
2,B,B,0.00001148,0
3,A,A,0.99999845,1
4,A,A,0.97404259,1
5,B,B,0.00000000,0
6,B,B,0.06754670,0
7,A,B,0.00000031,1
8,B,A,0.59266663,0
9,B,B,0.00000005,0
10,B,B,0.00000199,0
11,B,B,0.00000000,0
12,A,A,0.99999988,1
13,B,B,0.05340333,0
14,B,B,0.00000309,0
15,B,B,0.00000000,0
16,A,A,0.99999046,1
17,A,A,0.98201376,1
18,B,A,1.00000000,0
19,A,B,0.05665243,1
20,A,B,0.00857748,1
21,B,A,0.83548355,0
22,A,A,0.99970406,1
23,A,B,0.00000000,1
24,B,A,0.99999893,0
25,A,A,0.57749540,1
26,B,B,0.00000004,0
27,A,B,0.00000003,1
28,A,B,0.00000021,1
29,B,A,0.63703084,0
30,B,B,0.00000422,0
31,B,B,0.00000000,0
32,B,B,0.00000006,0
33,B,B,0.00000001,0
34,A,A,0.99999988,1
35,A,A,0.99986017,1
36,A,A,0.99972194,1
37,B,B,0.16451645,0
38,A,A,0.99682730,1
39,B,B,0.00091105,0
40,B,B,0.00000004,0
41,B,B,0.00013982,0
42,B,B,0.00003219,0
43,A,B,0.00000014,1
44,B,A,0.99999428,0
45,A,A,0.99999952,1
46,A,B,0.00000001,1
47,A,B,0.00027803,1
48,A,A,0.99999988,1
49,B,B,0.00000003,0
