id,label_str,pred_str,p_A,label_num
0,A,B,0.00000000,1
1,A,A,1.00000000,1
2,B,B,0.00000000,0
3,A,B,0.00000002,1
4,B,B,0.00000002,0
5,A,B,0.00000000,1
6,A,A,1.00000000,1
7,A,A,0.99999976,1
8,B,B,0.00000160,0
9,B,B,0.00000042,0
10,A,B,0.00359360,1
11,A,A,0.50000000,1
12,A,B,0.00000000,1
13,B,B,0.00000165,0
14,B,B,0.00000002,0
15,A,A,0.99998701,1
16,B,B,0.00000003,0
17,B,A,0.99999893,0
18,A,A,1.00000000,1
19,A,B,0.01243165,1
20,A,A,0.99970406,1
21,B,B,0.00002144,0
22,B,A,0.99999988,0
23,A,B,0.00001078,1
24,B,B,0.00669285,0
25,B,A,0.99924457,0
26,B,B,0.00023051,0
27,A,B,0.00000000,1
28,B,B,0.00000012,0
29,B,A,0.99999988,0
30,A,B,0.00002754,1
31,B,A,0.99983132,0
32,B,A,0.99944717,0
33,A,A,0.99807322,1
34,B,A,0.93991333,0
35,A,B,0.00000003,1
36,A,A,0.99999917,1
37,A,B,0.00000045,1
38,B,A,0.99999905,0
39,B,B,0.00000003,0
40,B,B,0.00000100,0
41,A,B,0.00009610,1
42,A,B,0.00005144,1
43,B,B,0.00000097,0
44,B,B,0.06008665,0
45,A,A,1.00000000,1
46,A,A,1.00000000,1
47,B,B,0.00001474,0
48,A,B,0.00003120,1
49,A,B,0.06008665,1
