id,label_str,pred_str,p_A,label_num
0,B,B,0.00000000,0
1,A,A,1.00000000,1
2,A,A,1.00000000,1
3,A,B,0.00000003,1
4,A,B,0.00005225,1
5,B,A,0.65841752,0
6,A,A,0.99999857,1
7,B,A,0.99986231,0
8,B,A,1.00000000,0
9,B,B,0.00012339,0
10,A,A,1.00000000,1
11,A,A,1.00000000,1
12,B,A,1.00000000,0
13,B,A,0.99767691,0
14,A,B,0.00000000,1
15,B,B,0.06008665,0
16,B,B,0.00000000,0
17,A,A,0.99996221,1
18,B,A,1.00000000,0
19,B,B,0.00486742,0
20,A,B,0.00000000,1
21,B,B,0.37754068,0
22,A,B,0.04742587,1
23,B,A,1.00000000,0
24,B,B,0.00000171,0
25,A,B,0.00000000,1
26,B,A,0.99983132,0
27,B,A,0.99999976,0
28,B,A,0.92840880,0
29,A,B,0.00000000,1
30,A,B,0.00000000,1
31,A,A,1.00000000,1
32,A,A,0.98884189,1
33,B,B,0.14414886,0
34,A,A,0.99903023,1
35,B,A,0.99995017,0
36,B,A,1.00000000,0
37,B,B,0.34864515,0
38,B,A,0.99999964,0
39,B,A,1.00000000,0
40,B,B,0.00000000,0
41,A,B,0.00000001,1
42,B,B,0.02887091,0
43,B,A,0.99999952,0
44,B,A,1.00000000,0
45,B,A,1.00000000,0
46,B,A,1.00000000,0
47,B,B,0.00001750,0
48,A,B,0.00669285,1
49,B,A,0.99999094,0
