id,label_str,pred_str,p_A,label_num
0,B,B,0.00012339,0
1,B,B,0.00000339,0
2,B,A,0.96691406,0
3,A,B,0.00000005,1
4,A,B,0.01691491,1
5,B,B,0.12592277,0
6,A,B,0.00051930,1
7,B,B,0.00000016,0
8,B,A,0.99999988,0
9,A,B,0.07585818,1
10,B,A,0.99999726,0
11,A,B,0.00000001,1
12,A,A,0.99999976,1
13,B,B,0.00000100,0
14,B,B,0.01406363,0
15,A,B,0.26894143,1
16,A,A,1.00000000,1
17,A,A,0.67917871,1
18,B,A,0.83548355,0
19,A,B,0.00000002,1
20,B,B,0.00000397,0
21,B,B,0.09534946,0
22,B,B,0.00000000,0
23,A,B,0.00000002,1
24,A,B,0.00000017,1
25,A,A,0.53120941,1
26,B,A,0.99973875,0
27,A,A,0.99999976,1
28,B,B,0.00000014,0
29,A,A,1.00000000,1
30,A,A,1.00000000,1
31,A,A,0.99989772,1
32,A,A,1.00000000,1
33,B,B,0.00000350,0
34,A,B,0.00000219,1
35,B,A,1.00000000,0
36,A,B,0.00000002,1
37,A,B,0.00000001,1
38,B,B,0.00001045,0
39,B,B,0.00003120,0
40,B,A,0.99999952,0
41,A,A,0.99890125,1
42,A,A,1.00000000,1
43,B,B,0.00000001,0
44,A,A,0.99999905,1
45,A,A,0.99998522,1
46,B,B,0.00000952,0
47,B,B,0.00000741,0
48,B,B,0.00000094,0
49,B,A,0.99998331,0
