id,label_str,pred_str,p_A,label_num
0,B,B,0.04468087,0
1,A,A,0.99996674,1
2,A,A,0.99767691,1
3,A,A,0.99966466,1
4,A,A,0.98677725,1
5,B,B,0.00005476,0
6,A,A,0.99995172,1
7,A,B,0.30735803,1
8,A,A,0.99998856,1
9,A,A,0.99914408,1
10,A,A,0.99992514,1
11,A,A,0.99968493,1
12,B,B,0.00010230,0
13,A,A,0.99592990,1
14,A,B,0.39233685,1
15,B,B,0.00004986,0
16,B,B,0.00005144,0
17,B,B,0.00058841,0
18,A,A,0.99959558,1
19,B,B,0.00116951,0
20,A,A,0.77729988,1
21,A,A,0.90465051,1
22,B,B,0.05665243,0
23,A,A,0.99640638,1
24,A,A,0.85195285,1
25,B,B,0.00000765,0
26,B,B,0.00006605,0
27,B,B,0.21206881,0
28,B,B,0.00062633,0
29,A,A,0.98901308,1
30,B,B,0.26894143,0
31,B,B,0.00124484,0
32,B,B,0.00103223,0
33,A,A,0.96485513,1
34,A,A,0.99999380,1
35,A,A,0.99996459,1
36,A,A,0.99988401,1
37,B,B,0.00008481,0
38,A,A,0.99999630,1
39,A,A,0.99997413,1
40,A,A,0.99994528,1
41,A,A,0.99998331,1
42,B,B,0.00001078,0
43,B,B,0.00280093,0
44,A,A,0.99956948,1
45,A,B,0.23370634,1
46,B,B,0.00000299,0
47,A,A,0.99999654,1
48,A,A,0.67917871,1
49,A,A,0.98831278,1
