id,label_str,pred_str,p_A,label_num
0,A,A,0.99242276,1
1,B,B,0.00000542,0
2,B,B,0.00000212,0
3,B,B,0.03514485,0
4,B,B,0.00000012,0
5,A,A,0.99926788,1
6,A,A,0.78793120,1
7,A,A,0.99999881,1
8,A,A,0.99999714,1
9,A,A,0.99949670,1
10,B,B,0.00010230,0
11,B,B,0.01322282,0
12,A,A,0.99999881,1
13,B,B,0.08035747,0
14,B,B,0.00002283,0
15,A,A,0.87407720,1
16,B,B,0.00000121,0
17,B,B,0.00001013,0
18,A,A,0.99999285,1
19,B,B,0.00000212,0
20,A,A,0.99999630,1
21,A,A,0.99992967,1
22,A,A,0.99999952,1
23,B,B,0.00000107,0
24,B,B,0.01243165,0
25,B,B,0.00170072,0
26,A,A,0.75491500,1
27,B,B,0.00006605,0
28,A,A,0.99509466,1
29,B,B,0.00000011,0
30,A,A,0.99875510,1
31,A,A,0.99835157,1
32,B,B,0.00001148,0
33,A,A,0.99999976,1
34,B,B,0.00001013,0
35,B,B,0.01322282,0
36,B,B,0.00000061,0
37,B,B,0.00000256,0
38,B,B,0.00010890,0
39,B,B,0.00000290,0
40,B,B,0.00159785,0
41,A,A,0.98593640,1
42,A,A,0.99999630,1
43,B,B,0.00012339,0
44,B,B,0.00192673,0
45,B,B,0.00066670,0
46,B,B,0.00002587,0
47,B,B,0.00000577,0
48,A,B,0.42250463,1
49,B,B,0.00000397,0
