id,label_str,pred_str,p_A,label_num
0,A,A,0.67917871,1
1,A,A,0.62245935,1
2,B,A,0.63703084,0
3,A,A,0.51561993,1
4,B,A,0.59266663,0
5,A,A,0.57749540,1
6,A,A,0.60766321,1
7,B,A,0.54673815,0
8,B,A,0.63703084,0
9,A,A,0.77729988,1
10,A,A,0.73105854,1
11,A,A,0.54673815,1
12,A,A,0.54673815,1
13,A,B,0.46879065,1
14,B,B,0.46879065,0
15,B,A,0.59266663,0
16,A,A,0.74316794,1
17,B,A,0.50000000,0
18,B,A,0.65135491,0
19,B,B,0.46879065,0
20,B,A,0.54673815,0
21,B,A,0.63703084,0
22,B,A,0.67917871,0
23,B,A,0.63703084,0
24,B,A,0.56217653,0
25,B,A,0.77729988,0
26,A,A,0.73105854,1
27,A,A,0.50000000,1
28,B,A,0.69264197,0
29,A,A,0.53120941,1
30,B,A,0.50000000,0
31,B,A,0.56217653,0
32,A,A,0.62245935,1
33,B,A,0.66541058,0
34,A,A,0.67917871,1
35,B,A,0.75491500,0
36,A,A,0.57749540,1
37,A,A,0.50000000,1
38,B,A,0.56217653,0
39,B,A,0.70578504,0
