id,label_str,pred_str,p_A,label_num
0,B,B,0.26894143,0
1,A,A,0.50000000,1
2,A,A,0.54673815,1
3,B,B,0.48438010,0
4,B,B,0.33458945,0
5,A,A,0.83548355,1
6,B,B,0.37754068,0
7,B,B,0.33458945,0
8,B,A,0.51561993,0
9,B,B,0.34864515,0
10,A,A,0.60766321,1
11,B,B,0.30735803,0
12,A,B,0.19193280,1
13,A,B,0.48438010,1
14,B,A,0.70578504,0
15,A,B,0.48438010,1
16,B,B,0.33458945,0
17,B,B,0.46879065,0
18,A,A,0.70578504,1
19,B,B,0.29421496,0
20,B,B,0.37754068,0
21,A,A,0.50000000,1
22,B,B,0.45326188,0
23,A,B,0.26894143,1
24,B,B,0.36296922,0
25,A,A,0.63703084,1
26,A,A,0.54673815,1
27,B,B,0.48438010,0
28,B,B,0.34864515,0
29,B,B,0.25683200,0
30,B,B,0.32082132,0
31,B,B,0.28140560,0
32,A,B,0.45326188,1
33,A,B,0.45326188,1
34,B,A,0.76629364,0
35,B,B,0.20181322,0
36,B,B,0.40733343,0
37,A,B,0.24508502,1
38,B,A,0.54673815,0
39,A,A,0.50000000,1
