id,label_str,pred_str,p_A,label_num
0,A,B,0.46879065,1
1,A,A,0.74316794,1
2,B,A,0.74316794,0
3,B,A,0.63703084,0
4,B,B,0.46879065,0
5,B,B,0.16451645,0
6,B,A,0.56217653,0
7,A,B,0.42250463,1
8,A,B,0.28140560,1
9,A,A,0.69264197,1
10,A,A,0.57749540,1
11,A,A,0.56217653,1
12,A,A,0.71859437,1
13,B,A,0.78793120,0
14,A,A,0.60766321,1
15,A,B,0.34864515,1
16,B,A,0.74316794,0
17,A,A,0.54673815,1
18,A,A,0.59266663,1
19,B,A,0.60766321,0
20,A,A,0.90465051,1
21,A,A,0.75491500,1
22,B,A,0.74316794,0
23,B,A,0.53120941,0
24,B,B,0.45326188,0
25,A,B,0.34864515,1
26,A,A,0.81757444,1
27,B,A,0.89330941,0
28,A,A,0.53120941,1
29,A,A,0.57749540,1
30,B,A,0.70578504,0
31,B,B,0.34864515,0
32,A,B,0.33458945,1
33,B,B,0.21206881,0
34,A,A,0.81757444,1
35,B,B,0.20181322,0
36,B,A,0.57749540,0
37,B,B,0.14033625,0
38,A,A,0.59266663,1
39,B,B,0.48438010,0
