id,label_str,pred_str,p_A,label_num
0,A,A,0.57749540,1
1,B,A,0.54673815,0
2,B,B,0.30735803,0
3,A,A,0.56217653,1
4,A,A,0.76629364,1
5,B,B,0.30735803,0
6,B,A,0.62245935,0
7,A,B,0.25683200,1
8,B,A,0.73105854,0
9,B,B,0.16451645,0
10,B,A,0.63703084,0
11,B,B,0.39233685,0
12,A,A,0.84389514,1
13,B,B,0.28140560,0
14,B,B,0.24508502,0
15,B,A,0.73105854,0
16,A,A,0.76629364,1
17,A,A,0.65135491,1
18,B,B,0.32082132,0
19,A,A,0.86703575,1
20,A,B,0.11920292,1
21,B,B,0.24508502,0
22,A,A,0.57749540,1
23,A,B,0.32082132,1
24,B,B,0.37754068,0
25,A,B,0.48438010,1
26,B,B,0.29421496,0
27,A,B,0.17328820,1
28,A,B,0.14804719,1
29,B,B,0.48438010,0
30,B,A,0.62245935,0
31,B,B,0.11279540,0
32,B,B,0.23370634,0
33,B,B,0.28140560,0
34,A,A,0.78793120,1
35,A,A,0.73105854,1
36,A,B,0.48438010,1
37,B,B,0.40733343,0
38,A,A,0.77729988,1
39,B,A,0.56217653,0
40,B,B,0.24508502,0
41,B,B,0.33458945,0
42,B,A,0.85966372,0
43,A,A,0.53120941,1
44,B,A,0.57749540,0
45,A,A,0.60766321,1
46,A,B,0.43782350,1
47,A,A,0.54673815,1
48,A,B,0.33458945,1
49,B,A,0.50000000,0
