id,label_str,pred_str,p_A,label_num
0,A,A,0.65135491,1
1,B,B,0.25683200,0
2,A,B,0.37754068,1
3,B,B,0.46879065,0
4,B,A,0.77729988,0
5,B,B,0.37754068,0
6,A,A,0.66541058,1
7,A,A,0.63703084,1
8,B,B,0.39233685,0
9,A,A,0.85195285,1
10,A,B,0.36296922,1
11,A,A,0.65135491,1
12,B,A,0.73105854,0
13,A,B,0.46879065,1
14,B,B,0.21206881,0
15,A,B,0.43782350,1
16,B,B,0.48438010,0
17,A,A,0.84389514,1
18,A,A,0.51561993,1
19,A,B,0.26894143,1
20,B,B,0.15610491,0
21,B,B,0.15610491,0
22,A,A,0.82671177,1
23,B,B,0.42250463,0
24,B,B,0.17328820,0
25,B,B,0.26894143,0
26,A,A,0.65135491,1
27,B,B,0.34864515,0
28,A,A,0.66541058,1
29,B,B,0.20181322,0
30,A,A,0.50000000,1
31,A,A,0.53120941,1
32,B,A,0.69264197,0
33,A,A,0.67917871,1
34,A,B,0.39233685,1
35,A,A,0.81757444,1
36,B,B,0.26894143,0
37,A,B,0.39233685,1
38,B,A,0.67917871,0
39,A,B,0.45326188,1
40,A,B,0.19193280,1
41,B,A,0.66541058,0
42,B,B,0.40733343,0
43,B,A,0.56217653,0
44,A,B,0.45326188,1
45,A,B,0.33458945,1
46,B,A,0.67917871,0
47,B,B,0.11920292,0
48,B,A,0.51561993,0
49,B,A,0.53120941,0
