id,label_str,pred_str,p_A,label_num
0,A,A,0.85966372,1
1,B,B,0.00141036,0
2,B,B,0.02442309,0
3,A,B,0.42250463,1
4,B,B,0.30735803,0
5,B,B,0.14804719,0
6,A,A,0.74316794,1
7,B,B,0.02161533,0
8,B,B,0.00490541,0
9,B,A,0.67917871,0
10,A,A,0.99287862,1
11,A,B,0.48438010,1
12,A,A,0.97068775,1
13,B,B,0.02931223,0
14,A,B,0.02442309,1
15,B,B,0.00280093,0
16,A,B,0.43782350,1
17,A,A,0.93991333,1
18,B,A,0.75491500,0
19,B,B,0.10669060,0
20,B,B,0.42250463,0
21,A,A,0.95257413,1
22,A,A,0.89912134,1
23,B,B,0.00522013,0
24,B,B,0.06008665,0
25,B,A,0.87407720,0
26,A,B,0.01590639,1
27,B,B,0.07159120,0
28,A,A,0.90465051,1
29,A,A,0.80806720,1
30,A,A,0.74316794,1
31,B,A,0.93991333,0
32,B,A,0.96267307,0
33,A,A,0.94659668,1
34,A,A,0.86703575,1
35,B,B,0.37754068,0
36,A,B,0.14804719,1
37,A,A,0.82671177,1
38,A,A,0.91490096,1
39,A,A,0.65135491,1
