id,label_str,pred_str,p_A,label_num
0,A,B,0.05665243,1
1,B,B,0.34864515,0
2,A,B,0.32082132,1
3,A,B,0.00712143,1
4,B,A,0.97557688,0
5,A,A,0.62245935,1
6,B,B,0.14804719,0
7,B,A,0.59266663,0
8,A,B,0.42250463,1
9,B,B,0.30735803,0
10,A,A,0.94966936,1
11,A,B,0.23370634,1
12,A,A,0.87407720,1
13,B,B,0.12592277,0
14,A,A,0.96036118,1
15,A,B,0.12592277,1
16,A,A,0.83548355,1
17,A,A,0.66541058,1
18,B,B,0.16451645,0
19,A,A,0.67917871,1
20,A,A,0.59266663,1
21,A,B,0.03963884,1
22,B,B,0.45326188,0
23,B,B,0.01912404,0
24,A,A,0.91964257,1
25,A,B,0.37754068,1
26,B,B,0.07585818,0
27,B,A,0.73105854,0
28,A,A,0.65135491,1
29,A,B,0.32082132,1
30,A,B,0.46879065,1
31,A,A,0.98831278,1
32,B,B,0.05340333,0
33,B,B,0.02931223,0
34,A,B,0.00192673,1
35,B,B,0.04742587,0
36,B,B,0.07159120,0
37,B,A,0.51561993,0
38,B,B,0.32082132,0
39,B,B,0.00020343,0
