id,label_str,pred_str,p_A,label_num
0,B,A,0.50000000,0
1,A,A,0.99682730,1
2,A,B,0.00757724,1
3,A,B,0.11920292,1
4,B,B,0.03114383,0
5,B,B,0.01322282,0
6,A,A,0.62245935,1
7,A,A,0.88079703,1
8,A,A,0.88079703,1
9,B,B,0.00970848,0
10,B,A,0.54673815,0
11,A,A,0.95791227,1
12,B,B,0.39233685,0
13,B,B,0.19193280,0
14,B,B,0.23370634,0
15,A,B,0.00970848,1
16,A,A,0.62245935,1
17,A,A,0.91964257,1
18,A,B,0.00970848,1
19,A,A,0.90990698,1
20,B,B,0.00433150,0
21,B,B,0.01406363,0
22,A,B,0.01798621,1
23,A,A,0.89330941,1
24,A,B,0.34864515,1
25,B,B,0.42250463,0
26,B,B,0.10087861,0
27,A,B,0.05033063,1
28,A,A,0.95531917,1
29,A,A,0.88079703,1
30,A,A,0.62245935,1
31,B,A,0.94659668,0
32,B,B,0.21206881,0
33,A,B,0.40733343,1
34,B,B,0.04468087,0
35,B,B,0.10669060,0
36,A,B,0.45326188,1
37,A,B,0.07585818,1
38,A,B,0.08509904,1
39,A,A,0.98087597,1
