id,label_str,pred_str,p_A,label_num
0,A,A,0.65135491,1
1,A,A,0.70578504,1
2,A,A,0.95791227,1
3,B,A,0.73105854,0
4,A,A,0.83548355,1
5,B,A,0.90465051,0
6,B,A,0.99330717,0
7,A,A,0.70578504,1
8,B,B,0.00970848,0
9,A,A,0.62245935,1
10,A,A,0.79818678,1
11,A,B,0.45326188,1
12,A,A,0.59266663,1
13,A,A,0.59266663,1
14,A,A,0.86703575,1
15,B,A,0.94334757,0
16,B,A,0.96691406,0
17,A,B,0.43782350,1
18,A,B,0.01243165,1
19,B,B,0.48438010,0
20,A,A,0.62245935,1
21,A,A,0.99592990,1
22,A,A,0.78793120,1
23,B,B,0.08035747,0
24,B,B,0.00857748,0
25,B,B,0.09009299,0
26,A,A,0.70578504,1
27,B,A,0.79818678,0
28,A,A,0.89330941,1
29,A,A,0.88720459,1
30,B,B,0.10087861,0
31,A,A,0.85195285,1
32,A,A,0.86703575,1
33,B,A,0.80806720,0
34,B,B,0.00757724,0
35,A,B,0.03732688,1
36,B,B,0.01032815,0
37,A,A,0.51561993,1
38,B,B,0.03114383,0
39,A,B,0.24508502,1
