id,label_str,pred_str,p_A,label_num
0,B,A,0.96267307,0
1,B,B,0.10669060,0
2,A,A,0.65135491,1
3,A,A,0.69264197,1
4,B,B,0.01691491,0
5,B,A,0.71859437,0
6,A,B,0.06008665,1
7,B,B,0.14033625,0
8,B,A,0.57749540,0
9,A,B,0.10669060,1
10,A,B,0.18242551,1
11,B,B,0.21206881,0
12,A,A,0.75491500,1
13,A,A,0.50000000,1
14,A,A,0.96885622,1
15,B,B,0.06371500,0
16,A,B,0.13296424,1
17,B,B,0.01322282,0
18,B,B,0.37754068,0
19,A,A,0.65135491,1
20,A,A,0.84389514,1
21,B,B,0.29421496,0
22,A,B,0.03732688,1
23,B,B,0.07585818,0
24,B,A,0.86703575,0
25,B,B,0.03308598,0
26,B,B,0.11279540,0
27,B,A,0.63703084,0
28,B,B,0.45326188,0
29,B,B,0.25683200,0
30,A,B,0.00806199,1
31,A,A,0.53120941,1
32,B,B,0.09009299,0
33,B,A,0.93628502,0
34,A,A,0.98901308,1
35,A,B,0.06008665,1
36,B,B,0.03514485,0
37,B,B,0.30735803,0
38,A,B,0.00317268,1
39,A,A,0.92840880,1
