id,label_str,pred_str,p_A,label_num
0,B,A,0.96691406,0
1,B,B,0.32082132,0
2,B,B,0.00970848,0
3,A,A,0.99142247,1
4,B,B,0.01912404,0
5,A,B,0.06008665,1
6,A,B,0.03114383,1
7,A,A,0.71859437,1
8,B,B,0.04468087,0
9,A,A,0.54673815,1
10,A,A,0.97404259,1
11,A,A,0.86703575,1
12,B,B,0.00181021,0
13,B,A,0.54673815,0
14,A,A,0.51561993,1
15,B,B,0.00205074,0
16,B,B,0.00317268,0
17,A,B,0.04742587,1
18,A,B,0.40733343,1
19,A,A,0.67917871,1
20,A,A,0.74316794,1
21,B,A,0.76629364,0
22,A,B,0.42250463,1
23,A,B,0.43782350,1
24,A,B,0.02595736,1
25,B,B,0.10087861,0
26,A,B,0.43782350,1
27,A,A,0.94659668,1
28,B,A,0.98028082,0
29,A,B,0.43782350,1
30,B,A,0.84389514,0
31,B,B,0.22270015,0
32,A,A,0.74316794,1
33,B,A,0.96036118,0
34,B,B,0.16451645,0
35,A,B,0.02595736,1
36,A,B,0.00712143,1
37,B,B,0.00433150,0
38,B,A,0.94966936,0
39,B,B,0.04468087,0
