id,label_str,pred_str,p_A,label_num
0,A,A,0.93628502,1
1,A,A,0.84389514,1
2,A,A,0.80806720,1
3,A,B,0.13296424,1
4,A,A,0.95257413,1
5,A,A,0.57749540,1
6,A,A,0.88720459,1
7,B,B,0.40733343,0
8,B,A,0.75491500,0
9,A,B,0.37754068,1
10,B,B,0.00218272,0
11,A,A,0.97404259,1
12,B,B,0.37754068,0
13,A,A,0.97838473,1
14,A,A,0.54673815,1
15,B,B,0.17328820,0
16,B,B,0.09009299,0
17,A,B,0.29421496,1
18,A,A,0.87407720,1
19,B,B,0.02595736,0
20,A,B,0.09009299,1
21,B,B,0.17328820,0
22,B,B,0.00757724,0
23,B,B,0.18242551,0
24,B,B,0.10669060,0
25,B,B,0.03514485,0
26,A,B,0.43782350,1
27,B,B,0.19193280,0
28,A,A,0.86703575,1
29,A,A,0.90990698,1
30,B,B,0.02758528,0
31,A,A,0.84389514,1
32,B,B,0.10669060,0
33,A,A,0.95791227,1
34,B,B,0.00460957,0
35,B,A,0.65135491,0
36,B,B,0.19193280,0
37,A,A,0.97966766,1
38,A,A,0.93628502,1
39,A,A,0.98677725,1
