id,label_str,pred_str,p_A,label_num
0,A,A,0.99999583,1
1,B,A,0.99999893,0
2,B,B,0.00000137,0
3,A,A,1.00000000,1
4,A,B,0.00232316,1
5,A,B,0.00080409,1
6,A,B,0.00000042,1
7,A,B,0.00000002,1
8,B,B,0.00010890,0
9,B,B,0.00000696,0
10,A,B,0.00005829,1
11,B,B,0.11920292,0
12,B,B,0.00000002,0
13,A,B,0.00000373,1
14,A,B,0.00000137,1
15,B,A,0.97023994,0
16,B,B,0.00001222,0
17,A,B,0.00000373,1
18,B,B,0.37754068,0
19,A,B,0.00000024,1
20,A,A,0.99976951,1
21,B,B,0.00013982,0
22,B,B,0.00003536,0
23,B,B,0.00000176,0
24,A,A,0.99991512,1
25,A,A,0.99994850,1
26,B,B,0.00000006,0
27,A,A,0.99682730,1
28,A,A,1.00000000,1
29,A,B,0.00000094,1
30,A,B,0.00000007,1
31,A,B,0.00000100,1
32,A,B,0.00000010,1
33,B,B,0.00000094,0
34,A,B,0.00001670,1
35,A,B,0.00000031,1
36,B,A,0.99998224,0
37,B,B,0.00000009,0
38,B,A,0.90465051,0
39,B,B,0.00000000,0
40,B,B,0.34864515,0
41,B,A,0.99999976,0
42,A,A,0.99781728,1
43,B,A,0.99999630,0
44,B,A,0.95791227,0
45,B,A,0.99989104,0
46,A,A,0.99976951,1
47,B,B,0.20181322,0
48,A,B,0.00000065,1
49,B,A,0.54673815,0
