id,label_str,pred_str,p_A,label_num
0,B,B,0.00000219,0
1,B,B,0.00000001,0
2,A,A,1.00000000,1
3,A,B,0.00000199,1
4,B,B,0.00000309,0
5,B,A,0.99242276,0
6,A,B,0.00000000,1
7,A,B,0.00000002,1
8,A,B,0.03732688,1
9,A,B,0.08509904,1
10,B,B,0.00080409,0
11,B,A,0.99996674,0
12,B,A,0.75491500,0
13,A,A,0.99999928,1
14,A,A,0.85966372,1
15,A,B,0.00000017,1
16,A,B,0.05340333,1
17,B,B,0.00000000,0
18,B,B,0.00000137,0
19,A,B,0.00000000,1
20,A,B,0.00000054,1
21,B,B,0.13296424,0
22,A,B,0.00000000,1
23,B,B,0.00000027,0
24,A,A,1.00000000,1
25,A,B,0.00000789,1
26,B,B,0.00000050,0
27,A,A,1.00000000,1
28,A,A,1.00000000,1
29,A,B,0.00000000,1
30,A,B,0.00000011,1
31,B,B,0.00012339,0
32,A,B,0.40733343,1
33,B,A,0.99999881,0
34,A,A,0.99999964,1
35,A,A,1.00000000,1
36,A,A,1.00000000,1
37,B,B,0.00000014,0
38,B,B,0.00020343,0
39,B,A,1.00000000,0
