id,label_str,pred_str,p_A,label_num
0,B,B,0.00000000,0
1,A,B,0.00000001,1
2,A,B,0.00000007,1
3,B,B,0.00000001,0
4,B,B,0.00000155,0
5,A,A,0.99142247,1
6,A,B,0.16451645,1
7,B,A,0.99767691,0
8,A,B,0.00000000,1
9,A,A,0.99992514,1
10,B,A,0.85585117,0
11,B,B,0.00000001,0
12,A,A,0.73105854,1
13,B,A,0.99849880,0
14,B,B,0.00000003,0
15,A,B,0.00000176,1
16,A,A,1.00000000,1
17,B,A,0.99875510,0
18,B,B,0.01098694,0
19,A,B,0.00000001,1
20,B,B,0.00000094,0
21,A,B,0.00000000,1
22,A,A,1.00000000,1
23,B,B,0.03732688,0
24,A,B,0.00004540,1
25,B,A,1.00000000,0
26,A,B,0.06008665,1
27,A,B,0.00004006,1
28,B,B,0.01798621,0
29,B,A,0.99999976,0
30,A,A,0.99999928,1
31,A,A,1.00000000,1
32,A,B,0.00000014,1
33,A,A,1.00000000,1
34,B,A,0.67917871,0
35,A,B,0.00000000,1
36,A,A,1.00000000,1
37,B,A,0.99999988,0
38,A,B,0.00000008,1
39,B,B,0.00000397,0
