id,label_str,pred_str,p_A,label_num
0,A,B,0.09534946,1
1,A,A,1.00000000,1
2,A,B,0.00000000,1
3,A,B,0.00016865,1
4,B,B,0.00000000,0
5,A,A,0.54673815,1
6,B,B,0.00045831,0
7,A,A,0.99999487,1
8,A,A,0.99994171,1
9,B,A,1.00000000,0
10,B,A,1.00000000,0
11,A,B,0.00000121,1
12,B,B,0.00628990,0
13,A,B,0.00026119,1
14,A,B,0.01098694,1
15,A,B,0.00000000,1
16,A,A,0.99999630,1
17,A,A,0.99999976,1
18,A,A,1.00000000,1
19,A,B,0.00000350,1
20,B,A,0.93245327,0
21,A,A,1.00000000,1
22,A,A,1.00000000,1
23,A,A,0.99999166,1
24,A,B,0.00096975,1
25,A,A,0.99989772,1
26,B,B,0.00000006,0
27,B,B,0.00000001,0
28,A,B,0.00218272,1
29,B,B,0.00000000,0
30,B,A,1.00000000,0
31,B,A,0.99985111,0
32,B,B,0.00000000,0
33,A,A,1.00000000,1
34,A,B,0.00000019,1
35,A,B,0.00000083,1
36,B,B,0.02033235,0
37,B,B,0.00000000,0
38,A,B,0.00000450,1
39,B,B,0.00000019,0
