id,label_str,pred_str,p_A,label_num
0,B,B,0.00000000,0
1,B,B,0.26894143,0
2,A,B,0.00000037,1
3,A,A,0.97702265,1
4,B,B,0.00000000,0
5,B,B,0.00000003,0
6,A,B,0.00000001,1
7,B,B,0.00000000,0
8,A,B,0.00040448,1
9,A,B,0.06008665,1
10,A,A,1.00000000,1
11,A,B,0.00033535,1
12,A,B,0.00035697,1
13,B,B,0.00000000,0
14,A,B,0.06008665,1
15,A,B,0.00000029,1
16,B,A,0.99992514,0
17,A,A,1.00000000,1
18,A,A,0.99998772,1
19,A,B,0.01590639,1
20,B,A,0.99995458,0
21,A,A,1.00000000,1
22,B,B,0.40733343,0
23,A,A,1.00000000,1
24,A,B,0.00000000,1
25,B,B,0.26894143,0
26,B,B,0.00000000,0
27,A,B,0.00000000,1
28,B,B,0.00000000,0
29,A,A,1.00000000,1
30,A,B,0.02931223,1
31,B,B,0.00000078,0
32,B,B,0.00048786,0
33,B,B,0.00070967,0
34,A,A,1.00000000,1
35,B,B,0.00002587,0
36,B,B,0.00000003,0
37,B,B,0.00003120,0
38,A,A,0.96885622,1
39,B,A,0.99640638,0
