id,label_str,pred_str,p_A,label_num
0,A,A,0.67917871,1
1,B,B,0.00029596,0
2,A,A,0.95257413,1
3,A,A,0.99933332,1
4,A,A,0.99719906,1
5,A,A,0.98087597,1
6,A,B,0.14033625,1
7,A,A,0.65135491,1
8,A,A,0.99408901,1
9,A,A,0.99719906,1
10,A,A,0.99539042,1
11,B,A,0.93991333,0
12,A,A,0.99961996,1
13,A,A,0.82671177,1
14,A,A,0.99896777,1
15,B,A,0.99875510,0
16,B,A,0.98901308,0
17,A,B,0.33458945,1
18,A,A,0.96691406,1
19,A,A,0.99242276,1
20,A,A,0.94966936,1
21,A,A,0.93991333,1
22,B,B,0.02033235,0
23,A,A,0.99867493,1
24,B,A,0.96691406,0
25,B,B,0.00040448,0
26,A,B,0.05340333,1
27,B,A,0.99972194,0
28,A,A,0.96691406,1
29,A,A,0.70578504,1
30,A,A,0.96691406,1
31,A,B,0.34864515,1
32,B,B,0.04208773,0
33,A,A,0.98409361,1
34,A,A,0.99973875,1
35,B,A,0.90465051,0
36,A,B,0.02758528,1
37,B,A,0.98201376,0
38,B,A,0.99986863,0
39,B,A,0.98901308,0
