id,label_str,pred_str,p_A,label_num
0,B,A,0.70578504,0
1,A,A,0.60766321,1
2,B,A,0.54673815,0
3,B,A,0.60766321,0
4,A,A,0.51561993,1
5,B,A,0.54673815,0
6,A,A,0.69264197,1
7,A,A,0.65135491,1
8,A,A,0.50000000,1
9,B,A,0.60766321,0
10,B,A,0.50000000,0
11,A,A,0.51561993,1
12,B,A,0.66541058,0
13,A,B,0.48438010,1
14,B,A,0.51561993,0
15,B,A,0.57749540,0
16,B,A,0.50000000,0
17,A,A,0.50000000,1
18,B,A,0.65135491,0
19,A,A,0.67917871,1
20,A,A,0.53120941,1
21,B,B,0.45326188,0
22,A,A,0.56217653,1
23,A,A,0.76629364,1
24,A,A,0.51561993,1
25,A,A,0.81757444,1
26,B,A,0.70578504,0
27,A,A,0.59266663,1
28,A,A,0.54673815,1
29,B,A,0.63703084,0
30,B,A,0.65135491,0
31,A,A,0.73105854,1
32,B,A,0.69264197,0
33,B,B,0.45326188,0
34,A,A,0.54673815,1
35,A,A,0.66541058,1
36,B,A,0.53120941,0
37,B,A,0.53120941,0
38,A,A,0.66541058,1
39,B,A,0.66541058,0
