id,label_str,pred_str,p_A,label_num
0,B,A,0.67917871,0
1,A,A,0.67917871,1
2,B,A,0.56217653,0
3,A,A,0.66541058,1
4,A,A,0.60766321,1
5,A,B,0.43782350,1
6,A,A,0.65135491,1
7,B,A,0.74316794,0
8,B,A,0.56217653,0
9,B,A,0.57749540,0
10,B,A,0.59266663,0
11,B,A,0.57749540,0
12,A,A,0.51561993,1
13,B,A,0.71859437,0
14,B,A,0.62245935,0
15,A,A,0.53120941,1
16,B,A,0.65135491,0
17,A,A,0.81757444,1
18,B,A,0.62245935,0
19,B,A,0.56217653,0
20,A,A,0.59266663,1
21,B,A,0.69264197,0
22,A,A,0.56217653,1
23,A,A,0.59266663,1
24,B,A,0.76629364,0
25,A,A,0.70578504,1
26,B,A,0.50000000,0
27,A,A,0.76629364,1
28,A,A,0.59266663,1
29,A,A,0.60766321,1
30,A,A,0.63703084,1
31,B,A,0.62245935,0
32,B,A,0.59266663,0
33,B,A,0.71859437,0
34,B,A,0.69264197,0
35,B,A,0.60766321,0
36,A,A,0.74316794,1
37,B,A,0.53120941,0
38,B,A,0.53120941,0
39,B,A,0.73105854,0
