id,label_str,pred_str,p_A,label_num
0,A,A,0.51561993,1
1,A,B,0.48438010,1
2,A,B,0.42250463,1
3,A,B,0.48438010,1
4,A,B,0.48438010,1
5,B,A,0.56217653,0
6,A,A,0.56217653,1
7,A,B,0.42250463,1
8,A,B,0.42250463,1
9,A,A,0.53120941,1
10,A,B,0.42250463,1
11,A,A,0.57749540,1
12,B,B,0.48438010,0
13,A,A,0.56217653,1
14,B,B,0.43782350,0
15,B,A,0.50000000,0
16,A,B,0.43782350,1
17,A,B,0.40733343,1
18,A,A,0.51561993,1
19,A,B,0.43782350,1
20,B,B,0.28140560,0
21,B,B,0.42250463,0
22,A,A,0.53120941,1
23,B,B,0.40733343,0
24,B,A,0.57749540,0
25,A,A,0.56217653,1
26,B,B,0.37754068,0
27,B,B,0.39233685,0
28,A,A,0.51561993,1
29,B,B,0.40733343,0
30,A,B,0.46879065,1
31,A,B,0.39233685,1
32,A,A,0.50000000,1
33,A,B,0.45326188,1
34,A,A,0.57749540,1
35,A,B,0.45326188,1
36,A,A,0.50000000,1
37,B,A,0.51561993,0
38,B,B,0.39233685,0
39,A,B,0.40733343,1
