id,label_str,pred_str,p_A,label_num
0,A,B,0.43782350,1
1,A,A,0.53120941,1
2,B,B,0.39233685,0
3,B,A,0.60766321,0
4,B,B,0.45326188,0
5,B,B,0.36296922,0
6,A,B,0.36296922,1
7,B,B,0.40733343,0
8,B,A,0.51561993,0
9,B,B,0.30735803,0
10,B,B,0.43782350,0
11,B,A,0.51561993,0
12,A,B,0.43782350,1
13,B,B,0.48438010,0
14,B,B,0.43782350,0
15,A,A,0.57749540,1
16,B,A,0.57749540,0
17,A,A,0.50000000,1
18,B,A,0.50000000,0
19,A,A,0.53120941,1
20,A,A,0.57749540,1
21,A,A,0.53120941,1
22,B,B,0.40733343,0
23,B,A,0.63703084,0
24,B,B,0.34864515,0
25,A,B,0.43782350,1
26,A,B,0.25683200,1
27,B,A,0.53120941,0
28,B,B,0.29421496,0
29,A,A,0.53120941,1
30,B,B,0.48438010,0
31,B,B,0.39233685,0
32,A,A,0.60766321,1
33,A,B,0.39233685,1
34,A,B,0.34864515,1
35,A,B,0.30735803,1
36,A,B,0.48438010,1
37,A,B,0.43782350,1
38,B,B,0.40733343,0
39,B,A,0.62245935,0
