id,label_str,pred_str,p_A,label_num
0,A,A,0.50000000,1
1,B,B,0.45326188,0
2,A,A,0.54673815,1
3,B,B,0.29421496,0
4,A,B,0.28140560,1
5,B,B,0.18242551,0
6,B,A,0.56217653,0
7,A,A,0.79818678,1
8,A,A,0.59266663,1
9,A,B,0.42250463,1
10,B,A,0.59266663,0
11,B,A,0.50000000,0
12,A,B,0.46879065,1
13,A,A,0.81757444,1
14,A,A,0.54673815,1
15,A,A,0.63703084,1
16,A,A,0.53120941,1
17,A,A,0.62245935,1
18,A,A,0.79818678,1
19,A,A,0.53120941,1
20,B,A,0.57749540,0
21,B,A,0.75491500,0
22,B,A,0.67917871,0
23,A,A,0.71859437,1
24,A,A,0.66541058,1
25,A,B,0.46879065,1
26,B,B,0.16451645,0
27,A,B,0.40733343,1
28,A,A,0.71859437,1
29,A,B,0.37754068,1
30,B,B,0.34864515,0
31,B,B,0.43782350,0
32,B,B,0.30735803,0
33,A,A,0.63703084,1
34,A,B,0.29421496,1
35,A,A,0.65135491,1
36,A,A,0.54673815,1
37,B,B,0.42250463,0
38,A,A,0.60766321,1
39,A,A,0.63703084,1
