id,label_str,pred_str,p_A,label_num
0,A,A,0.50000000,1
1,A,A,0.96036118,1
2,B,B,0.18242551,0
3,A,B,0.25683200,1
4,A,A,0.71859437,1
5,B,B,0.03308598,0
6,A,A,0.99818975,1
7,B,B,0.28140560,0
8,A,B,0.14033625,1
9,B,A,0.92630368,0
10,A,B,0.46879065,1
11,B,B,0.10669060,0
12,B,B,0.18242551,0
13,A,B,0.02758528,1
14,A,A,0.91490096,1
15,A,A,0.83114308,1
16,B,A,0.87407720,0
17,A,B,0.00628990,1
18,A,B,0.04208773,1
19,B,B,0.01798621,0
20,B,A,0.94659668,0
21,A,B,0.36296922,1
22,A,B,0.45326188,1
23,A,A,0.64422512,1
24,A,A,0.86703575,1
25,A,B,0.34864515,1
26,A,A,0.97068775,1
27,A,B,0.43782350,1
28,A,A,0.51561993,1
29,B,A,0.82671177,0
30,A,A,0.74316794,1
31,A,B,0.00016865,1
32,B,A,0.99493968,0
33,B,B,0.12592277,0
34,B,B,0.01495709,0
35,A,B,0.01243165,1
36,B,B,0.20181322,0
37,B,B,0.28140560,0
38,A,B,0.37754068,1
39,A,B,0.00757724,1
40,A,A,0.57749540,1
41,A,A,0.65135491,1
42,B,A,0.79818678,0
43,A,B,0.03114383,1
44,B,B,0.13296424,0
45,A,A,0.86703575,1
46,B,B,0.25683200,0
47,A,A,0.81286734,1
48,B,B,0.06008665,0
49,A,A,0.73105854,1
