id,label_str,pred_str,p_A,label_num
0,A,A,0.87407720,1
1,A,B,0.19193280,1
2,B,A,0.98677725,0
3,A,B,0.19193280,1
4,A,A,0.60766321,1
5,B,A,0.91964257,0
6,B,A,0.78793120,0
7,B,A,0.91490096,0
8,A,B,0.02931223,1
9,B,B,0.02595736,0
10,A,A,0.76629364,1
11,B,B,0.02595736,0
12,A,A,0.60766321,1
13,A,B,0.36296922,1
14,A,A,0.86703575,1
15,A,B,0.00218272,1
16,B,B,0.06371500,0
17,B,A,0.60766321,0
18,B,A,0.67917871,0
19,B,B,0.34864515,0
20,B,A,0.98409361,0
21,B,B,0.01168726,0
22,B,B,0.02033235,0
23,A,B,0.08035747,1
24,B,B,0.09534946,0
25,A,B,0.03114383,1
26,B,A,0.53120941,0
27,A,B,0.17328820,1
28,A,B,0.28140560,1
29,B,B,0.48438010,0
30,A,A,0.59266663,1
31,B,A,0.74316794,0
32,A,B,0.42250463,1
33,A,A,0.76629364,1
34,A,A,0.60766321,1
35,B,A,0.79818678,0
36,B,A,0.56217653,0
37,B,B,0.11920292,0
38,A,B,0.46879065,1
39,B,B,0.00555493,0
40,B,A,0.96885622,0
41,B,A,0.72487032,0
42,A,A,0.69264197,1
43,A,B,0.42250463,1
44,B,A,0.97404259,0
45,A,B,0.12592277,1
46,B,B,0.00757724,0
47,A,B,0.01495709,1
48,B,A,0.56217653,0
49,B,B,0.43782350,0
