id,label_str,pred_str,p_A,label_num
0,A,B,0.36296922,1
1,A,B,0.42250463,1
2,A,B,0.14804719,1
3,B,B,0.29421496,0
4,A,A,0.96036118,1
5,B,B,0.00280093,0
6,B,A,0.76629364,0
7,A,A,0.85195285,1
8,B,A,0.53120941,0
9,B,B,0.32082132,0
10,A,B,0.28140560,1
11,B,B,0.10087861,0
12,A,A,0.74316794,1
13,B,A,0.65135491,0
14,B,A,0.53120941,0
15,B,A,0.54673815,0
16,A,A,0.69264197,1
17,A,B,0.02297737,1
18,B,A,0.60766321,0
19,B,B,0.01590639,0
20,A,A,0.80806720,1
21,A,A,0.78793120,1
22,B,A,0.97557688,0
23,B,A,0.60766321,0
24,B,B,0.42250463,0
25,B,B,0.17328820,0
26,A,A,0.99426973,1
27,B,B,0.07159120,0
28,A,B,0.05665243,1
29,B,A,0.71859437,0
30,A,B,0.24508502,1
31,A,A,0.86703575,1
32,A,B,0.26894143,1
33,B,B,0.11920292,0
34,A,A,0.56217653,1
35,B,B,0.03308598,0
36,A,A,0.96885622,1
37,B,B,0.06754670,0
38,B,B,0.32082132,0
39,B,A,0.65135491,0
40,A,B,0.05665243,1
41,A,B,0.02758528,1
42,B,A,0.59266663,0
43,B,B,0.05340333,0
44,B,B,0.11279540,0
45,A,B,0.28776783,1
46,A,B,0.34864515,1
47,A,A,0.53120941,1
48,A,B,0.25683200,1
49,A,A,0.57749540,1
