id,label_str,pred_str,p_A,label_num
0,B,A,0.93628502,0
1,A,B,0.04468087,1
2,A,B,0.03114383,1
3,A,A,0.99736834,1
4,A,A,0.92840880,1
5,B,A,0.98593640,0
6,A,B,0.19193280,1
7,A,A,0.57749540,1
8,A,B,0.07585818,1
9,A,A,0.56217653,1
10,A,B,0.20181322,1
11,A,B,0.02033235,1
12,B,A,0.51561993,0
13,A,A,0.81757444,1
14,A,A,0.96267307,1
15,B,B,0.14033625,0
16,B,A,0.85966372,0
17,B,B,0.24508502,0
18,A,A,0.63703084,1
19,B,B,0.14033625,0
20,A,A,0.99592990,1
21,A,B,0.16451645,1
22,B,B,0.29421496,0
23,A,A,0.99142247,1
24,A,B,0.06371500,1
25,B,B,0.46879065,0
26,B,A,0.51561993,0
27,B,B,0.32082132,0
28,B,B,0.23370634,0
29,A,B,0.09009299,1
30,B,B,0.30735803,0
31,B,B,0.42250463,0
32,B,B,0.34864515,0
33,A,A,0.81757444,1
34,A,A,0.95791227,1
35,A,B,0.00382448,1
36,A,A,0.93812400,1
37,B,A,0.69264197,0
38,A,B,0.01243165,1
39,A,B,0.08035747,1
40,A,B,0.45326188,1
41,A,A,0.77729988,1
42,B,B,0.04208773,0
43,B,A,0.62245935,0
44,A,A,0.93628502,1
45,A,A,0.53120941,1
46,B,A,0.97557688,0
47,A,A,0.60766321,1
48,A,A,0.60766321,1
49,A,B,0.16451645,1
