id,label_str,pred_str,p_A,label_num
0,A,B,0.00000000,1
1,A,A,0.99999774,1
2,A,B,0.02931223,1
3,B,A,1.00000000,0
4,B,B,0.00029596,0
5,B,A,1.00000000,0
6,A,A,1.00000000,1
7,A,B,0.00000000,1
8,A,A,0.90465051,1
9,B,A,1.00000000,0
10,B,B,0.00000000,0
11,A,B,0.00000000,1
12,B,B,0.00000000,0
13,A,B,0.00000000,1
14,B,A,0.99999988,0
15,A,B,0.00000000,1
16,B,A,0.67917871,0
17,A,B,0.00005144,1
18,B,B,0.06008665,0
19,A,A,1.00000000,1
20,B,A,0.99998331,0
21,A,A,1.00000000,1
22,B,B,0.22270015,0
23,B,B,0.00000000,0
24,B,A,0.99919587,0
25,A,B,0.00000000,1
26,A,A,0.99994528,1
27,A,A,0.99477994,1
28,A,A,0.99592990,1
29,B,A,0.97702265,0
30,B,A,0.75491500,0
31,B,B,0.00000000,0
32,A,B,0.00000165,1
33,B,B,0.26894143,0
34,B,B,0.00000000,0
35,B,B,0.00000000,0
36,A,A,1.00000000,1
37,A,A,1.00000000,1
38,A,B,0.00000450,1
39,A,A,0.99999464,1
40,A,B,0.07585818,1
41,B,A,0.67917871,0
42,A,B,0.00757724,1
43,A,A,0.99477994,1
44,B,B,0.00000000,0
45,B,A,0.99999666,0
46,B,B,0.00000596,0
47,A,A,0.99999464,1
48,A,A,1.00000000,1
49,B,B,0.00806199,0
