id,label_str,pred_str,p_A,label_num
0,A,B,0.04208773,1
1,B,B,0.02297737,0
2,A,B,0.34864515,1
3,A,B,0.00382448,1
4,B,A,0.71859437,0
5,A,B,0.29421496,1
6,B,A,0.96885622,0
7,B,B,0.03514485,0
8,A,B,0.34864515,1
9,B,A,0.91964257,0
10,A,A,0.99509466,1
11,A,B,0.00017953,1
12,A,B,0.26894143,1
13,B,B,0.00712143,0
14,A,A,0.99883050,1
15,A,A,0.60766321,1
16,A,A,0.69264197,1
17,A,A,0.85966372,1
18,B,B,0.02033235,0
19,A,B,0.18242551,1
20,A,B,0.02297737,1
21,A,B,0.34864515,1
22,B,A,0.57749540,0
23,B,B,0.22270015,0
24,A,B,0.13296424,1
25,A,B,0.29421496,1
26,B,B,0.01798621,0
27,B,B,0.09009299,0
28,A,A,0.71859437,1
29,A,B,0.29421496,1
30,A,B,0.12592277,1
31,A,B,0.00159785,1
32,B,B,0.02758528,0
33,B,B,0.15610491,0
34,A,B,0.00141036,1
35,B,B,0.10669060,0
36,B,B,0.00628990,0
37,B,A,0.53120941,0
38,B,A,0.78793120,0
39,B,B,0.00035697,0
