id,label_str,pred_str,p_A,label_num
0,B,B,0.00096975,0
1,B,B,0.02033235,0
2,B,B,0.08509904,0
3,B,B,0.14804719,0
4,B,A,0.53120941,0
5,A,B,0.29421496,1
6,A,A,0.70578504,1
7,B,B,0.02033235,0
8,B,A,0.98201376,0
9,A,A,0.53120941,1
10,B,B,0.07159120,0
11,A,A,0.78793120,1
12,B,A,0.62245935,0
13,B,A,0.57749540,0
14,B,A,0.69264197,0
15,A,A,0.57749540,1
16,B,B,0.32082132,0
17,B,A,0.56217653,0
18,B,A,0.85966372,0
19,B,B,0.02033235,0
20,B,B,0.07585818,0
21,B,B,0.04742587,0
22,A,B,0.03963884,1
23,B,B,0.04742587,0
24,B,B,0.02931223,0
25,B,B,0.42250463,0
26,B,A,0.57749540,0
27,A,A,0.65135491,1
28,A,A,0.88079703,1
29,B,A,0.51561993,0
30,B,B,0.29421496,0
31,A,A,0.63703084,1
32,A,A,0.99193794,1
33,B,B,0.04742587,0
34,B,B,0.39233685,0
35,B,B,0.24508502,0
36,A,A,0.89330941,1
37,A,B,0.42250463,1
38,A,A,0.63703084,1
39,B,B,0.39233685,0
