id,label_str,pred_str,p_A,label_num
0,B,B,0.03732688,0
1,A,A,0.54673815,1
2,A,A,0.51561993,1
3,B,B,0.42250463,0
4,B,B,0.24508502,0
5,A,A,0.97838473,1
6,B,B,0.20181322,0
7,B,B,0.01912404,0
8,B,B,0.09534946,0
9,B,A,0.51561993,0
10,A,A,0.50000000,1
11,B,B,0.07159120,0
12,A,B,0.12592277,1
13,A,A,0.54673815,1
14,B,A,0.88720459,0
15,A,A,0.53120941,1
16,B,B,0.03308598,0
17,B,B,0.30735803,0
18,A,A,0.50000000,1
19,B,B,0.00806199,0
20,B,B,0.14804719,0
21,A,A,0.93628502,1
22,B,A,0.74316794,0
23,A,B,0.28140560,1
24,B,B,0.22270015,0
25,A,A,0.98409361,1
26,A,B,0.28140560,1
27,B,B,0.40733343,0
28,B,B,0.00712143,0
29,B,B,0.02033235,0
30,B,B,0.09534946,0
31,B,B,0.03963884,0
32,A,B,0.26894143,1
33,A,A,0.99539042,1
34,B,A,0.75491500,0
35,B,B,0.05033063,0
36,B,B,0.46879065,0
37,A,B,0.40733343,1
38,B,B,0.29421496,0
39,A,B,0.05340333,1
