id,label_str,pred_str,p_A,label_num
0,B,A,0.62245935,0
1,A,A,0.66541058,1
2,B,A,0.63703084,0
3,A,A,0.70578504,1
4,A,B,0.24508502,1
5,A,B,0.46879065,1
6,B,A,0.67917871,0
7,A,B,0.46879065,1
8,A,A,0.51561993,1
9,B,B,0.40733343,0
10,B,B,0.43782350,0
11,B,A,0.56217653,0
12,A,B,0.37754068,1
13,B,B,0.43782350,0
14,B,A,0.66541058,0
15,A,A,0.59266663,1
16,A,A,0.65135491,1
17,B,B,0.48438010,0
18,A,A,0.65135491,1
19,B,B,0.46879065,0
20,A,A,0.83548355,1
21,A,B,0.48438010,1
22,B,A,0.50000000,0
23,B,A,0.57749540,0
24,A,B,0.28140560,1
25,B,A,0.67917871,0
26,B,A,0.57749540,0
27,B,B,0.45326188,0
28,A,A,0.50000000,1
29,B,B,0.32082132,0
30,A,A,0.67917871,1
31,B,B,0.33458945,0
32,B,A,0.65135491,0
33,A,B,0.18242551,1
34,B,B,0.46879065,0
35,A,B,0.24508502,1
36,B,B,0.42250463,0
37,A,B,0.36296922,1
38,B,A,0.54673815,0
39,A,B,0.36296922,1
