id,label_str,pred_str,p_A,label_num
0,A,B,0.13296424,1
1,A,A,0.56217653,1
2,B,B,0.34864515,0
3,B,A,0.85966372,0
4,B,B,0.45326188,0
5,A,B,0.07585818,1
6,A,B,0.10669060,1
7,A,B,0.17328820,1
8,A,A,0.67917871,1
9,B,B,0.10669060,0
10,A,B,0.24508502,1
11,B,B,0.30735803,0
12,A,A,0.86703575,1
13,B,A,0.91964257,0
14,B,A,0.88079703,0
15,A,B,0.37754068,1
16,B,B,0.45326188,0
17,B,A,0.53120941,0
18,A,B,0.29421496,1
19,B,B,0.32082132,0
20,B,B,0.22270015,0
21,B,A,0.74316794,0
22,B,A,0.56217653,0
23,A,B,0.46879065,1
24,A,B,0.13296424,1
25,B,B,0.25683200,0
26,B,A,0.67917871,0
27,A,B,0.12592277,1
28,B,B,0.22270015,0
29,B,B,0.42250463,0
30,A,B,0.22270015,1
31,A,B,0.20181322,1
32,B,B,0.11920292,0
33,A,B,0.25683200,1
34,B,B,0.09009299,0
35,B,A,0.86703575,0
36,B,B,0.29421496,0
37,A,B,0.25683200,1
38,B,B,0.32082132,0
39,B,B,0.40733343,0
