id,label_str,pred_str,p_A,label_num
0,A,A,0.53120941,1
1,B,A,0.54673815,0
2,B,A,0.79818678,0
3,B,A,0.67917871,0
4,A,A,0.56217653,1
5,A,A,0.73105854,1
6,A,A,0.59266663,1
7,A,A,0.51561993,1
8,A,A,0.62245935,1
9,A,A,0.51561993,1
10,A,A,0.70578504,1
11,A,A,0.66541058,1
12,A,A,0.62245935,1
13,B,A,0.67917871,0
14,B,A,0.56217653,0
15,B,A,0.67917871,0
16,B,B,0.48438010,0
17,A,B,0.43782350,1
18,A,B,0.46879065,1
19,A,A,0.57749540,1
20,A,A,0.62245935,1
21,B,A,0.63703084,0
22,B,A,0.51561993,0
23,B,A,0.65135491,0
24,A,A,0.54673815,1
25,A,A,0.69264197,1
26,A,A,0.53120941,1
27,A,A,0.67917871,1
28,B,A,0.65135491,0
29,B,A,0.71859437,0
30,A,A,0.71859437,1
31,B,A,0.51561993,0
32,B,A,0.66541058,0
33,A,A,0.56217653,1
34,A,A,0.73105854,1
35,A,A,0.63703084,1
36,A,A,0.59266663,1
37,B,A,0.54673815,0
38,B,A,0.70578504,0
39,A,A,0.53120941,1
