id,label_str,pred_str,p_A,label_num
0,B,B,0.40733343,0
1,A,A,0.56217653,1
2,A,A,0.57749540,1
3,A,A,0.62245935,1
4,B,B,0.48438010,0
5,A,B,0.46879065,1
6,A,A,0.59266663,1
7,A,B,0.43782350,1
8,A,B,0.37754068,1
9,B,A,0.53120941,0
10,A,A,0.59266663,1
11,A,B,0.37754068,1
12,A,A,0.56217653,1
13,A,B,0.37754068,1
14,B,A,0.54673815,0
15,B,B,0.37754068,0
16,A,A,0.67917871,1
17,A,B,0.45326188,1
18,A,B,0.45326188,1
19,B,A,0.57749540,0
20,A,A,0.66541058,1
21,A,A,0.65135491,1
22,A,B,0.28140560,1
23,B,B,0.42250463,0
24,A,B,0.42250463,1
25,B,A,0.54673815,0
26,B,B,0.46879065,0
27,A,A,0.56217653,1
28,B,A,0.60766321,0
29,A,A,0.50000000,1
30,A,B,0.48438010,1
31,B,B,0.40733343,0
32,A,B,0.43782350,1
33,A,B,0.40733343,1
34,A,B,0.43782350,1
35,B,B,0.46879065,0
36,B,B,0.40733343,0
37,B,A,0.62245935,0
38,A,A,0.50000000,1
39,B,A,0.50000000,0
40,A,B,0.45326188,1
41,A,A,0.50000000,1
42,B,A,0.59266663,0
43,B,A,0.54673815,0
44,A,A,0.51561993,1
45,A,A,0.54673815,1
46,A,B,0.43782350,1
47,A,B,0.46879065,1
48,A,B,0.40733343,1
49,A,B,0.43782350,1
