id,label_str,pred_str,p_A,label_num
0,A,A,0.97068775,1
1,B,B,0.00317268,0
2,B,B,0.00103223,0
3,B,B,0.02297737,0
4,B,B,0.00039204,0
5,A,A,0.99988401,1
6,B,B,0.00066670,0
7,A,B,0.03308598,1
8,B,B,0.32082132,0
9,A,A,0.87407720,1
10,A,A,0.99087441,1
11,A,A,0.99959558,1
12,B,B,0.00023782,0
13,A,A,0.96485513,1
14,A,A,0.91490096,1
15,B,B,0.01590639,0
16,B,B,0.00066670,0
17,A,A,0.99371004,1
18,A,A,0.98901308,1
19,B,B,0.02758528,0
20,A,A,0.62245935,1
21,B,B,0.06754670,0
22,A,A,0.99767691,1
23,B,B,0.03308598,0
24,A,A,0.99933332,1
25,B,B,0.00020343,0
26,B,B,0.01798621,0
27,B,B,0.07159120,0
28,B,B,0.02931223,0
29,B,B,0.01032815,0
30,B,A,0.50000000,0
31,A,A,0.99330717,1
32,A,B,0.23370634,1
33,A,A,0.99142247,1
34,A,A,0.92414182,1
35,A,A,0.91490096,1
36,B,B,0.06754670,0
37,B,B,0.42250463,0
38,A,A,0.85966372,1
39,B,B,0.00025316,0
40,B,B,0.39233685,0
41,A,A,0.99973875,1
42,A,A,0.57749540,1
43,B,A,0.99193794,0
44,B,B,0.29421496,0
45,A,A,0.99994850,1
46,A,A,0.87407720,1
47,B,A,0.81757444,0
48,A,B,0.42250463,1
49,A,A,0.50000000,1
