id,label_str,pred_str,p_A,label_num
0,A,A,0.60766321,1
1,B,B,0.01032815,0
2,B,B,0.01406363,0
3,A,A,0.99999607,1
4,A,A,0.99999380,1
5,A,A,0.99933332,1
6,B,B,0.00555493,0
7,A,A,0.99640638,1
8,A,A,0.99999988,1
9,B,B,0.00019110,0
10,B,B,0.00132502,0
11,A,A,0.99849880,1
12,B,B,0.01098694,0
13,A,A,0.99592990,1
14,B,B,0.00669285,0
15,A,A,0.99993789,1
16,A,A,0.66541058,1
17,A,A,0.99818975,1
18,A,A,0.99640638,1
19,A,A,0.99990976,1
20,B,B,0.00016865,0
21,B,B,0.21206881,0
22,A,A,0.99999976,1
23,A,A,0.99999690,1
24,B,B,0.00000765,0
25,B,B,0.00007031,0
26,B,A,0.85195285,0
27,A,A,0.98593640,1
28,B,B,0.00006605,0
29,B,B,0.00000450,0
30,B,B,0.00015356,0
31,B,B,0.00037998,0
32,A,A,0.99999106,1
33,B,B,0.11279540,0
34,B,B,0.00460957,0
35,B,B,0.43782350,0
36,B,B,0.00096975,0
37,B,A,0.77729988,0
38,A,A,0.99986863,1
39,A,A,0.99999666,1
40,A,A,0.81757444,1
41,A,A,0.97241479,1
42,B,B,0.00000542,0
43,A,A,0.63703084,1
44,B,B,0.00001078,0
45,A,A,0.99999607,1
46,B,A,0.50000000,0
47,B,B,0.00005829,0
48,B,B,0.00446838,0
49,B,A,0.99890125,0
