id,label_str,pred_str,p_A,label_num
0,B,B,0.00040448,0
1,A,B,0.02297737,1
2,A,A,0.92840880,1
3,B,B,0.04208773,0
4,B,B,0.10669060,0
5,A,A,0.99592990,1
6,B,B,0.02442309,0
7,B,B,0.03308598,0
8,B,B,0.13296424,0
9,B,A,0.75491500,0
10,A,A,0.91490096,1
11,B,B,0.02595736,0
12,A,B,0.07585818,1
13,A,B,0.09534946,1
14,B,A,0.76629364,0
15,A,B,0.16451645,1
16,B,B,0.02758528,0
17,B,B,0.18242551,0
18,A,A,0.90990698,1
19,B,B,0.01098694,0
20,B,B,0.01912404,0
21,A,A,0.97838473,1
22,B,B,0.19193280,0
23,A,B,0.20181322,1
24,B,B,0.24508502,0
25,A,A,0.97702265,1
26,A,B,0.08509904,1
27,B,B,0.25683200,0
28,B,B,0.01495709,0
29,B,B,0.04468087,0
30,B,B,0.08509904,0
31,B,B,0.01032815,0
32,A,B,0.14804719,1
33,A,A,0.99975461,1
34,B,A,0.88079703,0
35,B,B,0.00218272,0
36,B,A,0.80806720,0
37,A,B,0.00070967,1
38,B,B,0.15610491,0
39,A,B,0.01691491,1
