id,label_str,pred_str,p_A,label_num
0,A,A,0.92840880,1
1,A,B,0.20181322,1
2,B,A,0.98201376,0
3,A,A,0.90465051,1
4,A,A,0.89330941,1
5,B,B,0.33458945,0
6,B,B,0.05665243,0
7,B,A,0.62245935,0
8,A,B,0.02931223,1
9,B,B,0.04468087,0
10,A,A,0.73105854,1
11,B,B,0.00116951,0
12,A,A,0.65135491,1
13,A,B,0.30735803,1
14,A,A,0.78793120,1
15,A,B,0.01032815,1
16,B,B,0.00757724,0
17,B,A,0.81757444,0
18,B,A,0.62245935,0
19,B,B,0.28140560,0
20,B,A,0.93991333,0
21,B,B,0.02033235,0
22,B,B,0.01098694,0
23,A,B,0.03114383,1
24,B,B,0.02595736,0
25,A,B,0.02161533,1
26,B,A,0.94334757,0
27,A,B,0.27512974,1
28,A,B,0.12592277,1
29,B,B,0.24508502,0
30,A,B,0.39233685,1
31,B,A,0.70578504,0
32,A,A,0.57749540,1
33,A,A,0.89912134,1
34,A,B,0.40733343,1
35,B,A,0.92414182,0
36,B,A,0.78793120,0
37,B,B,0.14804719,0
38,A,B,0.45326188,1
39,B,B,0.00060708,0
40,B,A,0.97241479,0
41,B,A,0.74908721,0
42,A,A,0.78793120,1
43,A,A,0.66541058,1
44,B,A,0.94966936,0
45,A,B,0.11920292,1
46,B,B,0.01098694,0
47,A,B,0.00103223,1
48,B,A,0.99477994,0
49,B,A,0.93991333,0
