id,label_str,pred_str,p_A,label_num
0,A,B,0.00628990,1
1,B,B,0.14804719,0
2,B,A,0.97404259,0
3,A,A,0.99477994,1
4,A,A,0.88720459,1
5,A,B,0.00232316,1
6,B,A,0.99087441,0
7,B,B,0.01168726,0
8,A,A,0.94966936,1
9,A,B,0.42250463,1
10,B,A,0.96691406,0
11,A,A,0.88079703,1
12,A,A,0.99794930,1
13,A,A,0.90990698,1
14,A,A,0.99883050,1
15,B,B,0.39233685,0
16,A,A,0.85195285,1
17,B,A,0.97838473,0
18,A,B,0.04742587,1
19,B,A,0.94966936,0
20,A,A,0.79818678,1
21,B,B,0.21206881,0
22,B,A,0.77729988,0
23,A,A,0.95531917,1
24,A,B,0.03114383,1
25,B,B,0.26894143,0
26,A,B,0.00359360,1
27,A,B,0.34864515,1
28,A,A,0.96885622,1
29,B,B,0.07585818,0
30,A,B,0.00181021,1
31,B,B,0.00591107,0
32,A,A,0.99944717,1
33,A,A,0.82671177,1
34,B,A,0.99818975,0
35,A,A,0.99973875,1
36,A,A,0.98756832,1
37,A,A,0.97966766,1
38,A,A,0.85966372,1
39,A,A,0.98087597,1
40,A,A,0.96691406,1
41,A,A,0.96036118,1
42,A,B,0.26894143,1
43,B,A,0.96885622,0
44,B,B,0.05033063,0
45,B,A,0.95257413,0
46,A,B,0.09009299,1
47,A,A,0.99896777,1
48,B,A,0.69264197,0
49,A,A,0.99711037,1
