id,label_str,pred_str,p_A,label_num
0,B,A,0.56217653,0
1,B,B,0.42250463,0
2,B,A,0.63703084,0
3,B,A,0.50000000,0
4,A,A,0.53120941,1
5,A,B,0.45326188,1
6,B,A,0.51561993,0
7,A,A,0.51561993,1
8,B,B,0.34864515,0
9,B,A,0.51561993,0
10,A,A,0.56217653,1
11,A,A,0.56217653,1
12,A,A,0.56217653,1
13,A,B,0.45326188,1
14,B,B,0.39233685,0
15,B,B,0.37754068,0
16,A,B,0.42250463,1
17,B,B,0.48438010,0
18,B,B,0.42250463,0
19,A,B,0.40733343,1
20,A,B,0.40733343,1
21,B,B,0.37754068,0
22,B,A,0.54673815,0
23,A,B,0.45326188,1
24,A,B,0.48438010,1
25,A,A,0.65135491,1
26,B,B,0.43782350,0
27,B,A,0.50000000,0
28,B,B,0.39233685,0
29,B,B,0.42250463,0
30,A,B,0.45326188,1
31,A,A,0.57749540,1
32,A,A,0.51561993,1
33,A,A,0.51561993,1
34,B,B,0.45326188,0
35,A,A,0.56217653,1
36,A,A,0.60766321,1
37,B,A,0.56217653,0
38,B,A,0.60766321,0
39,A,A,0.53120941,1
40,B,B,0.42250463,0
41,B,B,0.48438010,0
42,B,B,0.45326188,0
43,B,A,0.59266663,0
44,B,B,0.43782350,0
45,B,A,0.59266663,0
46,B,A,0.50000000,0
47,A,B,0.48438010,1
48,B,A,0.53120941,0
49,A,A,0.54673815,1
