id,label_str,pred_str,p_A,label_num
0,A,B,0.00247262,1
1,A,B,0.00359360,1
2,A,A,0.85966372,1
3,A,B,0.03963884,1
4,B,B,0.01495709,0
5,A,A,0.99995458,1
6,B,B,0.05340333,0
7,A,B,0.00035697,1
8,A,B,0.30735803,1
9,B,A,0.99933332,0
10,B,B,0.00150118,0
11,A,B,0.00159785,1
12,B,B,0.22270015,0
13,A,B,0.03963884,1
14,A,A,0.94659668,1
15,A,B,0.02595736,1
16,A,B,0.29421496,1
17,A,B,0.28776783,1
18,A,A,0.99982053,1
19,A,B,0.01243165,1
20,B,A,0.99701905,0
21,A,A,0.99566853,1
22,A,A,0.69264197,1
23,A,B,0.00407014,1
24,A,A,0.56217653,1
25,A,A,0.99875510,1
26,B,B,0.02033235,0
27,B,B,0.00247262,0
28,A,A,0.99914408,1
29,B,A,0.95114219,0
30,B,B,0.42250463,0
31,B,B,0.17328820,0
32,B,B,0.12592277,0
33,A,A,0.87407720,1
34,A,B,0.03114383,1
35,A,B,0.00048786,1
36,B,B,0.05033063,0
37,B,A,0.82671177,0
38,A,A,0.57749540,1
39,B,B,0.00359360,0
