id,label_str,pred_str,p_A,label_num
0,A,A,0.50000000,1
1,A,A,0.59266663,1
2,B,A,0.63703084,0
3,B,B,0.48438010,0
4,B,B,0.26894143,0
5,B,B,0.20181322,0
6,B,B,0.48438010,0
7,A,B,0.34864515,1
8,A,B,0.22270015,1
9,A,A,0.60766321,1
10,A,A,0.51561993,1
11,A,B,0.37754068,1
12,A,A,0.76629364,1
13,B,A,0.60766321,0
14,A,A,0.54673815,1
15,A,B,0.17328820,1
16,B,A,0.60766321,0
17,A,A,0.56217653,1
18,A,A,0.60766321,1
19,B,B,0.45326188,0
20,A,A,0.81757444,1
21,A,A,0.57749540,1
22,B,A,0.66541058,0
23,B,B,0.34864515,0
24,B,B,0.34864515,0
25,A,B,0.30735803,1
26,A,B,0.45326188,1
27,B,A,0.83548355,0
28,A,A,0.59266663,1
29,A,A,0.63703084,1
30,B,A,0.74316794,0
31,B,B,0.33458945,0
32,A,B,0.26894143,1
33,B,B,0.18242551,0
34,A,A,0.76629364,1
35,B,B,0.15610491,0
36,B,B,0.40733343,0
37,B,B,0.14033625,0
38,A,A,0.62245935,1
39,B,B,0.43782350,0
