id,label_str,pred_str,p_A,label_num
0,A,A,0.83548355,1
1,B,B,0.12592277,0
2,B,A,0.96691406,0
3,A,B,0.28140560,1
4,A,A,0.59266663,1
5,B,B,0.04208773,0
6,B,B,0.34864515,0
7,A,A,0.69264197,1
8,B,B,0.16451645,0
9,B,A,0.50000000,0
10,A,A,0.93628502,1
11,B,B,0.09009299,0
12,A,B,0.37754068,1
13,A,B,0.43782350,1
14,B,B,0.00628990,0
15,A,B,0.26894143,1
16,B,A,0.70578504,0
17,A,A,0.97404259,1
18,B,A,0.77729988,0
19,A,B,0.42250463,1
20,A,A,0.54673815,1
21,B,B,0.03114383,0
22,B,A,0.91490096,0
23,B,B,0.36296922,0
24,A,A,0.99029154,1
25,B,A,0.97966766,0
26,A,A,0.93245327,1
27,A,B,0.40733343,1
28,A,A,0.83548355,1
29,A,A,0.57749540,1
30,B,A,0.62245935,0
31,B,A,0.73105854,0
32,A,B,0.43782350,1
33,A,B,0.48438010,1
34,B,B,0.42250463,0
35,B,A,0.50000000,0
36,B,B,0.46879065,0
37,B,A,0.56217653,0
38,B,A,0.51561993,0
39,A,B,0.06754670,1
40,B,B,0.17328820,0
41,A,B,0.17328820,1
42,A,A,0.79818678,1
43,A,A,0.98593640,1
44,B,B,0.02595736,0
45,B,B,0.25683200,0
46,B,B,0.39233685,0
47,B,A,0.80806720,0
48,A,B,0.01590639,1
49,A,A,0.62245935,1
