id,label_str,pred_str,p_A,label_num
0,A,B,0.14804719,1
1,B,B,0.05340333,0
2,A,B,0.43782350,1
3,A,B,0.40733343,1
4,A,A,0.74316794,1
5,A,B,0.20181322,1
6,A,B,0.20181322,1
7,A,B,0.37754068,1
8,A,A,0.80806720,1
9,A,A,0.71859437,1
10,A,A,0.93991333,1
11,B,A,0.50000000,0
12,A,A,0.82671177,1
13,A,A,0.84389514,1
14,A,A,0.83548355,1
15,B,A,0.77729988,0
16,B,A,0.57749540,0
17,A,B,0.32082132,1
18,A,B,0.36296922,1
19,A,A,0.65135491,1
20,A,B,0.48438010,1
21,A,B,0.30735803,1
22,B,B,0.20181322,0
23,A,A,0.50000000,1
24,B,A,0.59266663,0
25,B,B,0.07585818,0
26,A,B,0.25683200,1
27,B,A,0.66541058,0
28,A,B,0.45326188,1
29,A,B,0.28140560,1
30,A,B,0.26894143,1
31,A,A,0.63703084,1
32,B,A,0.56217653,0
33,A,B,0.36296922,1
34,A,A,0.71859437,1
35,B,A,0.86703575,0
36,A,A,0.63703084,1
37,B,A,0.54673815,0
38,B,A,0.56217653,0
39,B,A,0.79818678,0
